Name,Date,Rate,Comment
BadGirl46,,1,"Where is the option to tap the image and have it go full size?  I LOVED my Amazon app, but now I hate it.  Having the Settings, Wish List, My Account, etc at the bottom was so handy and fast.  This new setup is not very efficient and itís more time consuming to get to where you want to go.  Iím definitely NOT happy with this new Amazon update.  You know what they say, ìIf it ainít broke...î"
Niamekhi,,5,I love the sep 17 update no glitches perfect
Never Stop Rockin,,2,"Why did you remove the menu tabs from the bottom of the screen? Is was so convenient to have them at your fingertips.
Not happy with the changes."
uncle_leo,,1,"Iíve given this app a try a few times thinking it would be great to browse products like I normally do on my iPhone or computer. I can honestly say it sucks... it auto-opens any amazon link from a google search, then doesnít remember what you were looking at if you switch apps... Iíd rather just browse in peace without this app which provides no benefits to me. Deleting again.. maybe Iíll update this review if they fix it in a few months time when I forget how bad it was and download it again."
Nerdforspeed1,,3,"The tracking is horrible! Really need to fix this problem. Shows I wouldnít be getting my order for two weeks for example and Iíd get my order with in a few days, but tracking still says my order is going to be with in two weeks..."
guyl3,,1,I use the Canadian amazon and Alexa app. Both luck of features. It sucks
lcdg27,,1,ever since i updated to the newest version my amazon app hasnít been working properly!
lynnceline,,3,"Sine the update 3 days ago the app isnít working as well as it did. I canít view image in larger size properly anymore and it feels sluggish. I also donít like that the quick Prime filter button was removed from the upper portion of the screen. It was very handy. Otherwise, same good app."
Marconi1963,,1,I keep on seeing the same image when I enlarge images. It does not refresh.
ktovilo,,2,"While viewing several different items, clicking the picture of the current item selected results in enlarged images of the previously viewed item instead of the current one. Please fix!"
JamesMilo,,2,"Update: version 11.5.0, gone again is the convenient quick menu at the bottom.  Why do the app designers feel the need to remove convenience, how doe this make it better, typical form over function.  Lowering rating.

Update: version 11.3.0 goes back to the previous format....thank you.

The latest update appears to have change some of the formatting. Gone is the convenient quick menu on the bottom and the format of the daily and lighting deal items has changed, they fit oddly on the screen wasting screen space.  Sad update, not better."
Lds40,,3,"The previous version was a lot better, shouldn't of updated????"
N.C-S,,2,"Update on March 7th has made the layout harder and the favourites bar at the bottom, is now so piddly and small itís hard to see what the items are and also to drag-and-drop new items into it. Your basically clicking on little lines or dots to try open menus up. How on earth did anyone think this was an improvement. Also, where did the quick-slide for Prime items go? Not happy at all :("
Cape Britain,,1,Why is it anything I do on the website not viewable in the app ?
Jenwatch,,5,Wonderfully delightful!!!!!
Rodn8ter,,1,This app is not specific for Canada and frankly is a waste of time!
Typie McTyperson,,1,"Cannot find messages in app anymore, under account settings."
TtHR,,3,"So, I was quite satisfied (4-stars) with my version of the app, but now the Wish Lists have been Disabled, in what appears to be an aggressive attempt to force the latest update on those who have held back? But the update is not looking too good, so I think I may have to defer to my desktop.
_____
Good news, Wish Lists working again in my version (not sure which version that is, exactly - sorry)!

One thing I would really like to see 'come to an end' is, 'Bottomless Pages' - i.e., pages that go on and on and on, with no indication of how many more items are left to view - don't know who started this concept, but I really do not appreciate it.

Current version looks like it may have mandatory Landscape Viewing (like BangGood app has implemented) - I do hope that will not be the case, going forward for the amazon app - it should be User's Choice, imo, whether to view pages in Landscape or Portrait."
Liudvikas778,,2,"I use the wishlist widget on safari to add non-amazon items to my wishlist since it was the cleanest wishlist layout I've found compared to other apps. Unfortunately since one of the recent updates, it no longer works. It appears as though items are being added, but once I actually look in the wishlist they were supposed to be added to, they are not there. I have deleted the app and reinstalled multiple times, signed in to a different account to see if it worked there and it didn't, I've completely reset my safari, nothing has worked. I am on iOS 10.3.3 running the latest version of Amazon, and the widget hasn't worked since one of the updates around new years."
